county_name,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,vote_for_dems_before,clinton_win
Muskingum,33.5,57119,16065,16,12.28,52.3,124.1,8.02,319,OH,FALSE,FALSE
Ottawa,36.4,89024,19065,8.8,13.15,51.37,157.2,6.56,127,OH,FALSE,TRUE
Perry,32.4,58383,12425,18.4,12.03,51.12,78.8,4.24,69,OH,FALSE,TRUE
Pickaway,33,63444,14633,13,10.39,44.39,100,6.45,151,OH,FALSE,FALSE
Pike,32.9,51559,13223,24.2,10.22,51.18,57.3,11.19,75,OH,FALSE,TRUE
Portage,30,43414,16339,10.6,11.07,51.08,296.7,3.44,275,OH,FALSE,TRUE
Preble,33.7,63395,15550,10.1,11.56,50.59,96.3,5.4,198,OH,FALSE,FALSE
Richland,34.3,59442,16300,13,14.21,50.47,256.3,6.31,623,OH,FALSE,FALSE
Ross,33.8,57173,,,,47.5,103.7,6.25,217,OH,FALSE,FALSE
,33.2,83470,17028,11,12.29,51.34,153,10.05,223,OH,FALSE,FALSE
,34.2,48989,13540,24,13.08,52.05,132.3,12.14,357,OH,FALSE,TRUE
,32.5,84383,16547,12.1,12.2,51.25,108.8,9.7,103,OH,TRUE,FALSE
,31.6,85522,17769,8.8,10.34,50.13,112.1,7.39,63,OH,FALSE,FALSE
,35,62019,17984,12.7,14.18,52.07,644.7,10.15,451,OH,FALSE,TRUE
,,73041,19866,14.3,13.8,52.16,1265,5.22,480,OH,FALSE,TRUE
Trumbull,,63740,18406,13.3,15.32,52.35,372.5,7.46,154,OH,TRUE,TRUE
Tuscarawas,,87815,15651,13.2,13.24,52.07,150.5,9.36,199,OH,FALSE,TRUE
Union,,63613,,8.2,10.37,53.56,76.9,7.02,185,OH,FALSE,FALSE
Van Wert,34,63861,16638,7.6,12.5,51.27,73.9,10.53,290,OH,FALSE,FALSE
Vinton,33.6,69865,,21.7,12.42,51.09,27.5,9.26,187,OH,FALSE,TRUE
Warren,32.7,56029,,7.3,11.17,49.38,298.6,8.32,322,OH,FALSE,FALSE
Washington,34.6,95060,15917,14.4,14.39,52.11,98.7,9.01,233,OH,FALSE,FALSE
Wayne,32.2,63067,16971,,,51.35,186.9,8.07,213,OH,FALSE,FALSE
Williams,33.2,109117,17665,8.5,12.01,51.29,88.4,10.02,160,OH,FALSE,FALSE
Wood,29.3,70789,18563,9.5,10.48,52.21,184.8,6.32,336,OH,FALSE,TRUE
Wyandot,34.1,107119,15820,8.5,12.27,,55,18.34,151,OH,FALSE,FALSE
Adair,31.6,39894,13141,25,8.5,51.32,33.2,9.48,140,OK,FALSE,FALSE
Alfalfa,40,131568,16159,14.8,12.6,47.35,7.3,13.17,175,OK,FALSE,FALSE
Atoka,34.8,60963,10205,28.3,12.18,47.51,13.4,7.35,142,OK,TRUE,TRUE
Beaver,36.6,104054,18036,9.2,13,,3.3,10,203,OK,FALSE,FALSE
Beckham,34.5,109919,14197,22.6,12.19,,20.6,,499,OK,FALSE,TRUE
Blaine,35.8,159998,14565,20.4,14.32,52.25,12.1,21.07,339,OK,FALSE,FALSE
Bryan,34.6,102162,12634,24.4,10.9,52.32,35.8,15.17,474,OK,TRUE,TRUE
Caddo,34.3,89389,13605,26.6,12.26,51.09,23,7.07,235,OK,TRUE,TRUE
Canadian,32,43711,16627,9.7,10.31,50.18,85.8,4.3,445,OK,FALSE,FALSE
,,,15825,20.8,13.16,52.03,52.3,,663,OK,FALSE,TRUE
Cherokee,31.9,56177,13767,26.4,10.57,51.43,47.3,9.25,349,OK,TRUE,TRUE
Choctaw,35.9,71716,12831,33.3,13.3,53.01,19.9,12.27,274,OK,TRUE,TRUE
Cimarron,37.2,107944,22060,,14.31,49.56,1.7,14.15,147,OK,FALSE,FALSE
Cleveland,29.7,39890,16143,12.5,9.55,50.02,337.4,6.56,668,OK,FALSE,FALSE
Coal,36.4,55960,10350,25.9,12.37,52.36,11.2,11.03,183,OK,TRUE,TRUE
Comanche,28.2,42587,14336,17.3,,,112.5,5.49,500,OK,FALSE,FALSE
Cotton,37.1,97776,15421,18.3,12.14,52.6,10.4,12.12,173,OK,TRUE,TRUE
Craig,37.9,108119,13921,18,14.07,51.08,18.5,10.21,301,OK,TRUE,TRUE
Creek,34.2,66062,14414,16.5,13.02,51.31,65.2,9.21,355,OK,FALSE,FALSE
Custer,29.7,118332,14531,18.4,11.34,51,27,19.44,358,OK,FALSE,FALSE
Delaware,39.9,37426,13919,21.7,11.14,51.3,39.6,11.6,226,OK,FALSE,TRUE
Dewey,38.2,222526,15858,16.1,11.06,,,21.11,156,OK,FALSE,FALSE
Ellis,39.9,132289,16860,14.7,16.2,51.13,3.6,22.22,102,OK,FALSE,FALSE
Garfield,34.2,84295,17313,16.2,15.39,52.35,53.4,10.33,660,OK,FALSE,FALSE
Garvin,37,91850,14247,20.6,11.42,52.28,32.9,19.14,293,OK,TRUE,TRUE
Grady,33.4,72085,13639,19.3,11.18,52.08,38.1,9.11,436,OK,FALSE,FALSE
Grant,39.5,216340,,12.8,14.13,52.41,5.5,13.13,116,OK,FALSE,FALSE
Harmon,37.7,113136,,33.9,12.03,53.09,6.7,27.22,175,OK,TRUE,TRUE
Harper,39.2,140795,20769,10.7,17.25,51.13,3.8,17.44,156,OK,FALSE,FALSE
Haskell,38,53646,11755,25.5,11.32,51.25,19.1,6.27,164,OK,TRUE,TRUE
Hughes,40.5,88691,12361,26.4,13.06,53.32,15.9,19.45,231,OK,TRUE,TRUE
Jackson,29.7,72216,13679,19.5,11.15,50.57,35.7,9.35,511,OK,FALSE,FALSE
Jefferson,38.7,133411,14284,23.5,12.8,52.4,9.2,22.26,200,OK,TRUE,TRUE
Johnston,35.3,51134,10917,26.7,11.06,51.11,15.7,11.19,179,OK,TRUE,TRUE
Kay,35.6,91631,18563,15,15.15,52.11,53,10.22,467,OK,FALSE,FALSE
Kingfisher,34.1,194152,16336,12.1,12.25,51.41,14.4,14.38,239,OK,FALSE,FALSE
Kiowa,37.8,144729,14718,26.2,12.19,53.12,10.9,21.39,482,OK,TRUE,TRUE
Latimer,33.8,,12034,24.9,13.33,50.03,14.5,11.07,240,OK,TRUE,TRUE
Le Flore,34.3,,12471,24.7,11.28,51.22,27.5,17.5,201,OK,FALSE,TRUE
Lincoln,34.8,,13389,17.6,11.42,51.28,30.7,9.24,177,OK,FALSE,FALSE
Logan,32.6,,15221,18.7,11.22,51.34,39.6,9.35,319,OK,FALSE,FALSE
Love,36.1,72626,13565,17.2,10.4,48.8,16.3,7.19,283,OK,TRUE,TRUE
McClain,34.3,72666,15063,13.8,11.29,50.1,41.1,8.14,303,OK,FALSE,FALSE
McCurtain,33,58005,12861,31.4,11.31,52,18.1,12.56,413,OK,TRUE,TRUE
McIntosh,42.3,76249,12384,24.9,12.54,52.21,27.6,13.8,287,OK,TRUE,TRUE
Major,37.3,112569,15419,13.3,12.49,51.45,8.2,17.32,283,OK,FALSE,FALSE
Marshall,41,89917,13320,20.5,13.34,52.19,30.2,15.04,308,OK,TRUE,TRUE
Mayes,35.6,67843,13565,20.2,12.22,51.28,52.3,9.04,211,OK,TRUE,TRUE
Murray,38.2,66404,12737,21.3,14.27,51.18,28.9,16.12,282,OK,TRUE,TRUE
Muskogee,34.3,75160,13730,22.7,13.31,52.07,84.5,11.9,625,OK,TRUE,TRUE
Noble,35.1,142423,15276,15.9,12.22,51.46,15.2,9.55,160,OK,FALSE,FALSE
Nowata,38.4,73286,13480,19.6,13.3,51.16,17.3,9.08,366,OK,TRUE,TRUE
Okfuskee,36.1,63377,11634,29.4,11.25,49.13,18.1,16.02,246,OK,TRUE,TRUE
Oklahoma,32.5,86158,19131,17.5,13.48,52.28,861.8,6.11,938,OK,TRUE,FALSE
Okmulgee,35.5,67960,13311,25.1,14.07,51.58,52.8,10.9,485,OK,TRUE,TRUE
Osage,34.9,28320,13265,17.7,13.21,50.17,18.7,3.25,281,OK,TRUE,TRUE
Ottawa,37,63573,14563,21.5,14.17,53.04,64.7,11.02,346,OK,TRUE,TRUE
Pawnee,36.2,64038,13687,17.1,14.08,50.36,27.4,10.27,266,OK,FALSE,FALSE
Payne,26.9,81952,14640,17.8,10.01,,91.1,6.32,427,OK,FALSE,FALSE
Pittsburg,37.5,118683,13334,20.7,14.16,50.29,32.1,13.12,313,OK,TRUE,TRUE
Pontotoc,34.2,84958,13844,21.8,12.13,53.09,47.1,10.32,389,OK,FALSE,TRUE
Pottawatomie,33.4,67447,14211,20.5,,52.14,75.4,11.36,468,OK,FALSE,FALSE
Pushmataha,38.6,59690,10975,30.2,12.13,51.36,7.9,10.04,326,OK,TRUE,TRUE
Roger Mills,36.1,171100,15168,17,12.18,50.43,3.5,,150,OK,FALSE,FALSE
Rogers,33.9,51822,15936,11.4,11.5,50.55,85.8,,267,OK,FALSE,FALSE
Seminole,36.3,63392,13157,27.3,13.52,52.27,39.1,,380,OK,TRUE,TRUE
Sequoyah,33.4,47660,12828,23.6,10.26,51.04,51.3,10.29,157,OK,FALSE,TRUE
Stephens,37,104656,14609,17.8,13.34,52.27,49.1,,343,OK,FALSE,TRUE
Texas,32.8,120301,18877,12.4,12.27,50.13,8,5.09,231,OK,FALSE,FALSE
Tillman,36,87841,,25.6,11.18,52.25,11.6,15.05,436,OK,TRUE,TRUE
Tulsa,32.7,90586,,17,13.15,52.23,909.7,6.1,709,OK,FALSE,FALSE
Wagoner,32.9,23598,,14.2,10.59,50.7,87.7,4.39,230,OK,FALSE,FALSE
Washington,36.7,89239,,12.4,14.49,52.06,115.9,7.56,411,OK,FALSE,FALSE
Washita,36.8,116384,,20.8,14.2,52.02,11.5,20.7,130,OK,FALSE,TRUE
Woods,37.5,221458,17485,16.8,15.58,52.19,7,18.44,182,OK,FALSE,FALSE
Woodward,33.3,109246,14130,15.4,13.31,50.15,15.2,9.42,295,OK,FALSE,FALSE
Baker,37.9,74163,,15.6,15.49,50.01,5.1,7.09,454,OR,FALSE,FALSE
Benton,29.3,49202,17954,11.1,11.17,50.39,106.6,3.55,446,OR,TRUE,TRUE
Clackamas,35.1,50139,21349,7.7,12.25,51.13,158.9,4.33,472,OR,FALSE,TRUE
Clatsop,35.9,78660,17908,13.9,14.44,50.26,41.3,3.25,469,OR,TRUE,TRUE
Columbia,34.8,48890,17103,,15.37,50.27,59.8,3.08,267,OR,TRUE,TRUE
Coos,37.6,82627,15980,17,16.37,,38.7,5.57,465,OR,TRUE,TRUE
Crook,35.8,62725,15994,10.9,13.29,50.05,5.1,4.17,322,OR,FALSE,FALSE
Curry,44,69547,16933,13.9,15.22,50.38,12.2,3.02,405,OR,FALSE,TRUE
Deschutes,35.9,66782,18792,10.6,12.18,50.07,27.8,3.21,526,OR,FALSE,TRUE
Douglas,36,70437,15567,15.6,15.43,,19.1,2.17,382,OR,FALSE,FALSE
Grant,36.4,77387,16209,12.3,15.08,49.58,,5.38,291,OR,FALSE,FALSE
Harney,35.7,89645,15956,12.8,17.26,49.54,0.7,5.33,213,OR,FALSE,FALSE
Hood River,34.1,,16874,,12.49,49.13,33.1,7.16,434,OR,TRUE,TRUE
Jackson,36.7,51789,17347,14.4,13.48,51.39,55.4,4.27,512,OR,FALSE,TRUE
Jefferson,31.4,60105,15205,17.4,11.22,50.02,8.1,4.55,361,OR,FALSE,TRUE
Josephine,39.9,60464,,19.1,14.42,51.24,40,7.21,518,OR,FALSE,FALSE
Klamath,34.9,55678,15491,,16.01,49.5,9.9,3.51,292,OR,FALSE,FALSE
Lake,36.3,86832,16176,13.1,17.12,50.13,0.9,4.58,179,OR,FALSE,FALSE
Lane,33.9,52221,17285,15,,51.2,63.9,3.9,536,OR,TRUE,TRUE
Lincoln,39.6,97043,16573,14.7,15.42,52.09,41.7,3.35,575,OR,TRUE,TRUE
Linn,34.8,,15776,14.3,13.57,51.03,41.3,4.16,587,OR,FALSE,FALSE
Malheur,33.7,69706,14734,21.5,11.16,50.19,2.7,8.19,416,OR,FALSE,FALSE
Marion,33.7,74478,16963,14.9,12.13,50.51,202.4,5.34,654,OR,FALSE,FALSE
Morrow,33.6,,14914,7.3,14.47,49.02,4,4.23,352,OR,FALSE,FALSE
Multnomah,34.2,101832,21737,15,14.35,52.34,1382.5,6.03,998,OR,TRUE,TRUE
Polk,34.2,29488,15702,12.1,12.08,51.52,71.4,6.24,491,OR,FALSE,FALSE
Tillamook,40.4,70835,,12.8,15.28,51.11,20.2,4.57,347,OR,TRUE,TRUE
Umatilla,33.2,70948,15331,17.1,14.08,49.2,19,5.49,377,OR,FALSE,FALSE
Union,34,59617,15997,14,,,11.8,6.04,317,OR,FALSE,FALSE
Wallowa,37.8,82197,17339,11.9,15.25,50.19,2.3,4.38,271,OR,FALSE,FALSE
Wasco,36.9,83208,16901,13.4,16,51.38,9.4,9.14,,OR,TRUE,TRUE
Washington,32.7,68643,21336,8.1,10.48,51.06,468.1,,402,OR,FALSE,TRUE
Yamhill,32.8,50244,16685,12.6,11.12,50.12,,6.1,403,OR,FALSE,FALSE
Adams,33.5,106575,17959,7.4,10.35,51.11,156.3,12.28,170,PA,FALSE,FALSE
Allegheny,36.7,165128,23541,12.8,16.08,53.02,,5.09,408,PA,TRUE,TRUE
Armstrong,36.6,,,14,15.03,52.22,113.1,5.15,113,PA,TRUE,TRUE
Beaver,37,75921,16872,13.7,16.33,52.27,432.1,6.16,195,PA,TRUE,TRUE
Bedford,35.7,87327,,14.5,11.25,51.08,47.8,4.16,150,PA,FALSE,FALSE
Berks,35.4,139730,20786,11.2,12.8,52.05,399.2,7.01,353,PA,FALSE,FALSE
Blair,36.2,84311,16405,15.1,15.02,53.23,249.9,11.09,213,PA,FALSE,FALSE
Bradford,34.6,101692,15632,14.3,12.2,51.33,,7.37,203,PA,FALSE,FALSE
Bucks,33.7,104673,23983,5.4,12.46,51.09,,6.38,261,PA,FALSE,TRUE
Butler,34,82892,18661,9.3,13.07,,198.7,9.18,196,PA,FALSE,FALSE
Cambria,37.4,114647,16281,14.6,16.39,52.32,235.7,7.39,176,PA,TRUE,TRUE
Cameron,37.3,103386,17464,11.9,17.33,51.33,14.6,7.12,309,PA,FALSE,FALSE
Carbon,37.5,109602,16430,,14.16,52.01,151.9,7.23,218,PA,FALSE,TRUE
Centre,27,67765,16698,11.8,9.32,48.55,115,3.42,302,PA,FALSE,TRUE
Chester,33.8,,29020,6.4,11.12,51.38,512.3,5.38,251,PA,FALSE,FALSE
Clarion,32.2,,15021,16.6,12.3,52.01,69.7,12.07,193,PA,FALSE,FALSE
Clearfield,35.6,,15681,15.5,14.23,52.08,68.3,8.57,188,PA,FALSE,TRUE
Clinton,34.8,67107,15055,14.7,14.43,52.39,42,8.56,243,PA,TRUE,TRUE
Columbia,34.1,103858,16155,11.2,12.42,53.03,131.2,9.17,191,PA,FALSE,FALSE
Crawford,34.6,74171,15752,16.1,13.31,51.35,85.7,9.7,249,PA,FALSE,FALSE
Cumberland,34.6,109677,21803,6,12.5,51.37,365.3,7.23,234,PA,FALSE,FALSE
Dauphin,35,125483,21533,11.6,13.27,52.24,460.3,8.13,513,PA,FALSE,FALSE
Delaware,34.6,114260,24516,9.5,14.49,52.22,2978.3,7.7,361,PA,FALSE,TRUE
Elk,35.4,93270,18302,8.4,16.11,51.15,42.4,7.15,231,PA,FALSE,TRUE
Erie,32.9,67693,17971,13.9,13.48,51.59,347.9,8.01,335,PA,TRUE,TRUE
Fayette,36.9,82242,15181,22.4,15.08,52.39,184.9,5.05,213,PA,TRUE,TRUE
Forest,40.7,61821,13293,14.6,16.11,49.11,11.2,18.33,304,PA,FALSE,TRUE
Franklin,35,106250,17856,8.8,12.02,51.35,160.9,11.18,239,PA,FALSE,FALSE
Fulton,34.1,99547,13615,11.8,10.26,50.48,32.4,4.01,195,PA,FALSE,FALSE
Greene,35.2,57534,14319,20.7,13.05,52.25,68.9,7.33,246,PA,TRUE,TRUE
Huntingdon,34.3,75484,13560,14.3,12.37,48.17,50.6,5.16,192,PA,FALSE,FALSE
Indiana,31.8,96169,15359,16.9,12.13,52.01,109.1,5.28,173,PA,TRUE,TRUE
Jefferson,35.8,126277,16097,14.3,13.52,51.58,70.6,8.42,164,PA,FALSE,FALSE
Juniata,34.6,106585,15359,9.8,10.09,51.08,53.6,14.43,90,PA,FALSE,FALSE
Lackawanna,37.7,139971,18712,12.7,15.27,53.14,474.9,9.6,223,PA,TRUE,TRUE
Lancaster,32.8,104336,20064,9.6,9.43,51.32,457.4,10.11,311,PA,FALSE,FALSE
Lawrence,37.3,68854,16072,16.3,15.39,52.54,268,8.43,236,PA,TRUE,TRUE
Lebanon,35.2,106849,18394,8.3,13.16,51.11,319.8,11.11,254,PA,FALSE,FALSE
Lehigh,35.7,119265,21629,9.2,13.39,52.01,854.1,7.17,393,PA,FALSE,TRUE
Luzerne,38.2,134874,18389,12.6,16.14,52.59,369.8,9.31,168,PA,FALSE,TRUE
Lycoming,34.8,95007,17115,13.7,13.35,52.12,97.6,8.53,318,PA,FALSE,FALSE
McKean,35.9,77889,15721,15.8,15.23,49.3,49.5,12.27,151,PA,FALSE,FALSE
Mercer,36.4,102751,16522,14.8,14.19,51.45,181.7,9.35,243,PA,TRUE,TRUE
Mifflin,35.7,79845,14560,13.9,12.6,52.07,113.5,8.8,161,PA,FALSE,FALSE
Monroe,34,85897,17313,9.3,10.38,51.04,172.1,4.33,367,PA,FALSE,FALSE
Montgomery,35.8,160018,31809,5.3,13.36,52.24,1427.9,8.05,303,PA,FALSE,TRUE
Montour,35.2,105177,22924,9.3,11.44,53.01,137.6,18.39,102,PA,FALSE,FALSE
Northampton,34.9,106220,19834,8.4,12.49,51.3,673.4,6.33,271,PA,FALSE,TRUE
Northumberland,37.8,85240,16554,12.6,14.42,52.54,209,12.1,146,PA,FALSE,FALSE
Perry,33.4,78490,,8.5,10.42,50.13,76.2,6.04,170,PA,FALSE,FALSE
Philadelphia,33.2,158763,,26.5,13.35,53.53,11484.1,5.36,641,PA,TRUE,TRUE
Pike,35.9,81095,,8.3,10.19,50.4,59.4,4.09,284,PA,FALSE,FALSE
Potter,35.7,93520,15381,16.1,13.03,51.4,15.6,10.04,204,PA,FALSE,FALSE
Schuylkill,38.5,109391,16883,10.7,16.29,51.25,198,7.26,138,PA,FALSE,FALSE
Snyder,32.6,92349,19097,10.9,9.08,51.13,112.6,6.25,111,PA,FALSE,FALSE
Somerset,36.3,109847,16102,15.1,13.04,52.04,73.2,7.24,133,PA,FALSE,FALSE
Sullivan,38.2,116080,16078,11.4,13.31,49.7,13.6,30.49,372,PA,FALSE,FALSE
Susquehanna,34.9,101832,15997,13.9,12.28,50.57,49.9,6.06,103,PA,FALSE,FALSE
Tioga,34.2,83262,14988,15.3,12.07,51.12,36.8,6.33,130,PA,FALSE,FALSE
Union,32.5,101989,18115,11.6,11.05,49.02,115.2,9.12,106,PA,FALSE,FALSE
Venango,35.8,67886,18712,15.8,15.02,51.48,87.8,7.42,275,PA,FALSE,FALSE
Warren,36.3,72870,18750,11.4,15.49,51.2,50.9,10.4,231,PA,FALSE,TRUE
Washington,37.5,83995,18840,13.4,15.26,52.04,240.6,6.26,230,PA,TRUE,TRUE
Wayne,36.3,150743,16558,12.6,11.31,50.15,57.3,6.46,188,PA,FALSE,FALSE
Westmoreland,37.7,102163,18947,11.6,15.35,52.04,365.5,5.22,190,PA,TRUE,TRUE
Wyoming,33.1,82667,16423,12,12.37,50.59,72.5,,138,PA,FALSE,FALSE
York,34.5,104322,20041,8.2,12.29,51.12,386.4,6.07,327,PA,FALSE,FALSE
Bristol,35.8,88223,23664,6.7,12.56,51.36,1987.9,11.59,213,RI,TRUE,TRUE
Kent,35.8,100696,20820,7.4,14.6,52.33,954.1,8.35,386,RI,TRUE,TRUE
Newport,33.7,77401,20760,8.4,14.15,50.52,837.7,6.18,461,RI,TRUE,TRUE
Providence,33.6,196365,19590,15.8,13.13,52.17,,10.13,544,RI,TRUE,TRUE
Washington,32.7,94271,20854,7.8,11.31,51.37,339.4,7.21,285,RI,TRUE,TRUE
Abbeville,34.2,49330,13179,15.9,9.51,52.52,47.4,4.18,298,SC,FALSE,TRUE
Aiken,32.7,36835,18465,13.8,10.22,51.44,119.8,3.04,501,SC,FALSE,FALSE
Allendale,30,47461,10710,34.3,6.54,49.42,28.9,4.13,240,SC,TRUE,TRUE
Anderson,34.8,50528,15864,,11.05,52.09,,4.17,522,SC,FALSE,FALSE
Bamberg,29.6,61378,11927,,8.26,53.07,43,2.29,376,SC,TRUE,TRUE
Barnwell,31.6,49390,14843,21.9,8.8,52.24,38.5,6.28,286,SC,FALSE,FALSE
Beaufort,30.1,56206,20091,14.7,8.29,49.44,155.9,2.27,722,SC,FALSE,FALSE
Berkeley,28.2,11101,13242,13.2,8.05,50.24,123.3,1.34,410,SC,FALSE,FALSE
Charleston,,43874,17903,19.3,11.09,51.05,330.9,2.19,796,SC,FALSE,FALSE
Cherokee,33.6,46623,13696,14.4,10.27,52.05,116.1,4.22,297,SC,FALSE,FALSE
,33.1,32667,12995,19.1,9.47,52.59,56.3,3.21,468,SC,FALSE,TRUE
Chesterfield,33.3,52078,14054,19.2,10.09,52.12,48.7,2.52,389,SC,FALSE,TRUE
,32.7,40920,11751,29.8,8.25,52.25,47.3,2.23,220,SC,FALSE,TRUE
Colleton,32.8,39077,13016,24.1,8.47,52.14,33.7,4.02,612,SC,FALSE,TRUE
Darlington,33,40375,14950,21.8,9.26,53.24,113.1,3.44,662,SC,FALSE,TRUE
Dillon,30.9,53183,12137,28.4,8.31,53.42,72.4,6.42,635,SC,FALSE,TRUE
Dorchester,29.7,31621,15186,12.8,8.09,50.08,152.4,3.01,423,SC,FALSE,FALSE
Edgefield,32.6,,14162,17.4,8.15,51.54,37.1,5.13,307,SC,FALSE,TRUE
Fairfield,32.4,,,22.2,9.16,52.25,32.8,11.24,612,SC,TRUE,TRUE
Florence,32.2,68641,,21.4,9.8,53.23,148,6.58,624,SC,FALSE,FALSE
Georgetown,32.7,44630,15625,20.9,9.52,52.23,59.8,2.12,615,SC,FALSE,TRUE
Greenville,33.4,71030,18720,11.3,11.1,52.08,412.7,3.18,613,SC,FALSE,FALSE
Greenwood,33.7,56276,15988,15.3,11.24,53.06,132.8,5.39,582,SC,FALSE,FALSE
Hampton,31.1,64850,12698,24.4,9.02,53.09,33,2.27,176,SC,TRUE,TRUE
Horry,33.8,77848,16031,17.8,8.07,51.38,133.7,2.24,827,SC,FALSE,FALSE
Jasper,30.7,33137,12898,24.3,8.21,52.05,24,6.01,594,SC,TRUE,TRUE
Kershaw,34,44700,15706,13.4,10.25,52.13,61.7,3.55,416,SC,FALSE,FALSE
Lancaster,33.4,31177,14816,15.8,10.19,52.09,100.5,4.04,557,SC,FALSE,TRUE
Laurens,34,48839,15895,,10.14,52.39,82.7,6.22,412,SC,FALSE,FALSE
Lexington,32.6,53230,18242,9.8,10.49,51.18,253,3.04,575,SC,FALSE,FALSE
Marion,32,55302,12722,26.3,8.13,54.49,70.5,4.23,477,SC,TRUE,TRUE
Marlboro,31.8,42408,11561,24.1,8.21,52.38,62.5,3.5,668,SC,TRUE,TRUE
Newberry,34.2,50854,14141,16.7,9.58,52.2,53.3,4.11,377,SC,FALSE,FALSE
Oconee,35.5,46500,16369,12.1,9.4,51.27,94.1,3.49,308,SC,FALSE,FALSE
Orangeburg,31.1,53093,13746,25.6,8.26,53.21,78.5,4.04,706,SC,TRUE,TRUE
Pickens,30.4,39660,14528,12.1,9.3,50.23,198.8,4.14,350,SC,FALSE,FALSE
Richland,30.4,98686,18576,17.6,,51.36,388.5,6.24,763,SC,FALSE,TRUE
Saluda,34.6,54812,14242,17.7,10.45,51.11,36.6,8.28,168,SC,FALSE,FALSE
Spartanburg,34,44058,16656,14.4,10.26,52.16,287.1,4.23,732,SC,FALSE,FALSE
Sumter,29.6,36054,13284,21.9,8.35,50.37,155.8,4.04,740,SC,FALSE,FALSE
Union,35.3,38932,13225,15.6,11.22,53.47,59.3,6.07,260,SC,FALSE,FALSE
Williamsburg,30.6,38876,11946,28,,53.23,39.6,2.16,322,SC,TRUE,TRUE
York,32.2,44196,17867,12.4,9.41,52.25,200.4,5.37,641,SC,FALSE,FALSE
Anderson,36.5,68947,18348,15.7,13.09,52.29,208.6,6.46,247,TN,FALSE,TRUE
Bedford,34.9,88188,15529,16,11.06,52.01,67.1,7.39,210,TN,FALSE,TRUE
Blount,36.1,71458,16663,13.7,10.59,52.31,162,7.02,124,TN,FALSE,FALSE
Bradley,33.2,77906,16804,15.6,,52.21,230.2,6.47,314,,FALSE,FALSE
Campbell,35,84489,11808,28,10.31,52.23,74.2,7.11,85,,FALSE,TRUE
Cannon,35.4,89868,14321,15.4,9.13,51.3,40.6,8.52,50,,TRUE,TRUE
Carroll,37.3,83826,14723,16.9,10.53,52.37,46.4,11.47,118,,FALSE,TRUE
Carter,36.2,44828,12828,19.9,13.03,52.05,152.4,13.15,102,,FALSE,FALSE
Cheatham,32.1,44295,14741,11.9,8.5,50.23,94.8,3.48,32,TN,FALSE,TRUE
Chester,32.8,86658,11684,19.8,9.31,52.2,45.1,7.09,61,TN,FALSE,FALSE
Claiborne,34,73872,12582,24.7,8.27,51.5,62.2,6.07,54,TN,FALSE,TRUE
Cocke,35.2,56886,13266,25.2,10.39,52.27,67.7,7.07,,TN,FALSE,FALSE
Coffee,35,63270,17455,16.1,12.01,52.12,97,7.16,220,TN,FALSE,TRUE
Crockett,36.3,112645,15881,19,10.28,52.36,50.5,9.03,200,TN,FALSE,TRUE
Cumberland,37.5,61708,13175,18.6,10.03,51.56,53.8,8.31,107,TN,FALSE,FALSE
Davidson,32.6,135350,22519,18,11.7,,1029.5,6.15,990,TN,FALSE,TRUE
Dickson,33,74106,15314,15.9,9.56,,74.5,8.07,122,TN,FALSE,TRUE
Dyer,34.4,100204,16466,18.5,11.14,52.59,68.2,8.07,462,TN,FALSE,TRUE
Fayette,32.3,54592,14320,25.1,8.33,51.34,37,8.18,61,TN,FALSE,TRUE
Fentress,34.6,55373,12220,29.3,9.34,51.33,29.9,7.04,115,TN,FALSE,TRUE
Franklin,35.1,54699,,16.1,9.8,51.17,63.8,7.03,138,TN,TRUE,TRUE
Gibson,37.1,115125,,17.4,12.22,53.13,77.3,9.26,333,TN,FALSE,TRUE
Giles,35.6,110277,16013,15.9,10.45,52.02,43.7,9.4,303,TN,TRUE,TRUE
Grainger,34.7,39470,,20.7,7.35,50.51,63.1,6.55,238,TN,FALSE,FALSE
Greene,36.4,68828,13842,19.5,10.46,51.53,91.7,7.25,234,TN,FALSE,FALSE
Hamblen,35.1,60806,15960,16.3,11.47,52.24,319.3,6.13,342,TN,FALSE,FALSE
Hamilton,34.7,81083,20082,17.7,13.05,53.27,531.4,5.56,674,TN,FALSE,FALSE
Hardeman,32.9,86715,13102,24.1,9.01,52.19,35.7,8.03,245,TN,FALSE,TRUE
Hardin,36.3,69775,12852,23.4,10.05,52.02,40.7,6.51,90,TN,FALSE,TRUE
Hawkins,35.4,54326,14624,,11.37,,94.3,7.02,114,TN,FALSE,FALSE
Haywood,32.8,87417,14871,27.6,8.38,53.2,36.6,7.18,349,TN,TRUE,TRUE
Henderson,35.6,93559,13429,16.1,9.1,,42.5,8.36,172,TN,FALSE,FALSE
Henry,39.2,93032,15205,18.6,13.03,,50.6,11.09,137,TN,TRUE,TRUE
Hickman,35,62286,12670,18.1,10.33,48.58,28.7,,59,TN,TRUE,TRUE
Houston,37.7,53319,11824,18.2,12.04,51.24,36,,56,TN,TRUE,TRUE
Humphreys,36.4,73620,13853,15.4,12.4,51.32,29.9,,130,TN,TRUE,TRUE
Jefferson,35.4,65153,14072,16.8,10.28,51.03,126.7,,187,TN,FALSE,FALSE
